customer_id,purchase_date,transaction_amount,product_category,customer_age,customer_gender
8574,2020-04-24,34.4,Sports,51,Female
7374,2021-04-14,900.28,Books,44,Female
7892,2024-08-10,543.48,Beauty,47,Male
2678,2020-03-06,471.34,Beauty,63,Other
4242,2024-07-06,957.52,Beauty,27,Female
5636,2021-10-08,288.37,Books,36,Male
2059,2022-04-01,441.69,Home & Kitchen,39,Other
7668,2021-07-02,187.71,Beauty,28,Female
4157,2020-05-15,872.56,Books,29,Female
6915,2021-03-08,72.34,Clothing,43,Male
3693,2023-03-07,20.49,Electronics,66,Other
4627,2024-11-29,156.02,Beauty,56,Female
6450,2024-01-10,635.19,Home & Kitchen,60,Male
2663,2021-10-06,121.88,Clothing,62,Female
6592,2021-03-11,921.05,Books,44,Female
8392,2023-09-04,680.07,Sports,31,Other
2306,2022-10-19,684.47,Home & Kitchen,34,Other
7776,2022-03-21,972.75,Clothing,60,Other
6864,2024-12-16,62.14,Home & Kitchen,34,Female
8526,2023-08-09,654.62,Beauty,58,Male
9901,2022-07-28,899.62,Toys,56,Male
6575,2020-10-19,618.71,Home & Kitchen,35,Male
6530,2021-06-26,462.91,Beauty,45,Male
5413,2020-10-12,27.92,Clothing,52,Other
4748,2021-05-20,175.36,Beauty,28,Other
1663,2024-03-05,921.23,Electronics,42,Male
2998,2023-02-23,978.72,Books,29,Other
8994,2023-01-08,494.83,Electronics,23,Female
2495,2021-06-22,899.01,Beauty,65,Female
4304,2024-03-09,480.97,Clothing,18,Male
4763,2023-04-12,163.38,Beauty,58,Other
6232,2022-05-27,90.02,Toys,39,Male
2853,2023-04-10,833.66,Sports,43,Female
7585,2022-03-28,938.24,Toys,57,Other
2291,2022-01-11,412.7,Toys,30,Male
4581,2021-03-25,131.25,Electronics,58,Other
8554,2020-10-10,847.63,Home & Kitchen,49,Female
8280,2022-11-09,346.33,Sports,40,Female
2636,2022-10-07,489.8,Sports,20,Female
4696,2020-07-05,993.24,Home & Kitchen,51,Male
1698,2024-03-27,679.63,Home & Kitchen,47,Other
5737,2020-04-06,723.09,Home & Kitchen,53,Female
1854,2024-10-29,284.91,Sports,48,Female
9164,2020-08-12,260.71,Beauty,19,Male
6855,2020-11-09,297.27,Toys,45,Other
8392,2023-07-09,600.07,Beauty,43,Female
7528,2020-11-23,937.77,Home & Kitchen,55,Other
6249,2024-06-10,686.9,Books,61,Female
6172,2023-10-25,290.91,Toys,26,Female
2707,2022-05-14,643.64,Electronics,20,Other
6791,2023-05-06,143.25,Electronics,19,Other
6535,2020-05-10,429.81,Clothing,69,Other
5931,2022-02-27,889.21,Sports,51,Other
4510,2022-02-20,252.68,Sports,67,Male
1202,2023-05-05,560.32,Clothing,41,Female
5218,2022-08-16,81.59,Books,56,Other
9958,2022-12-19,92.13,Electronics,49,Male
5389,2021-05-29,73.58,Electronics,46,Other
3327,2023-02-07,213.84,Beauty,38,Other
9004,2024-10-28,458.4,Books,33,Male
3931,2020-01-24,915.28,Books,53,Female
8777,2023-10-25,351.55,Beauty,24,Female
1197,2024-01-16,633.41,Books,39,Male
8125,2020-08-22,558.19,Electronics,19,Other
2930,2023-10-28,149.6,Sports,67,Male
7287,2024-12-17,477.61,Books,28,Male
9800,2023-01-04,144.26,Toys,19,Other
5282,2024-03-17,312.6,Books,36,Male
3511,2021-06-30,105.28,Home & Kitchen,66,Other
1659,2024-04-23,220.47,Beauty,36,Male
3811,2023-08-05,375.03,Clothing,50,Male
8098,2021-11-27,626.4,Electronics,32,Other
7546,2020-08-16,142.1,Electronics,44,Male
2986,2021-08-24,596.79,Toys,52,Male
9338,2022-06-09,246.35,Beauty,57,Female
3911,2020-11-19,70.91,Sports,36,Female
2734,2022-07-18,918.24,Books,57,Other
2843,2020-01-07,55.32,Clothing,59,Male
9680,2024-01-18,842.84,Home & Kitchen,21,Male
3976,2024-11-28,720.71,Beauty,18,Female
2959,2024-01-13,294.28,Electronics,35,Other
6759,2021-06-23,719.26,Sports,18,Male
7694,2022-10-22,266.49,Electronics,49,Other
3385,2024-04-09,794.97,Books,31,Male
5736,2020-12-31,105.02,Home & Kitchen,23,Female
2802,2022-11-05,37.04,Home & Kitchen,21,Male
9155,2020-08-05,142.55,Books,45,Other
9120,2024-11-17,720.34,Electronics,63,Other
7616,2023-07-04,967.76,Home & Kitchen,39,Female
6534,2021-09-03,654.65,Books,42,Other
5061,2024-09-19,877.42,Clothing,21,Other
1262,2023-08-01,31.6,Home & Kitchen,20,Other
7287,2022-11-05,413.49,Electronics,45,Other
9815,2023-06-01,577.77,Home & Kitchen,61,Other
3049,2021-02-11,408.24,Clothing,58,Other
6423,2020-11-09,715.91,Sports,20,Male
5548,2022-02-04,225.48,Books,52,Female
4108,2024-04-10,266.3,Beauty,46,Male
8158,2020-11-26,509.6,Home & Kitchen,38,Other
8400,2023-01-09,666.07,Clothing,62,Female
4170,2024-05-13,134.79,Clothing,33,Male
3255,2022-12-22,303.75,Clothing,53,Other
2154,2020-01-02,284.51,Home & Kitchen,51,Other
5499,2023-05-11,486.85,Toys,28,Female
7295,2021-10-25,964.46,Books,45,Female
7197,2022-09-27,394.08,Clothing,52,Female
2648,2020-02-09,859.48,Books,66,Other
6539,2020-08-17,403.67,Beauty,51,Male
5199,2022-01-13,326.97,Clothing,59,Other
9445,2024-12-04,96.16,Beauty,30,Other
3557,2024-08-30,711.53,Beauty,38,Male
6592,2024-07-10,292.19,Electronics,31,Female
1098,2021-09-21,702.43,Sports,42,Male
3200,2021-05-05,368.67,Beauty,64,Female
3961,2020-04-28,20.67,Sports,62,Male
5973,2021-05-08,162.23,Electronics,63,Other
5433,2024-12-03,778.6,Electronics,64,Female
3869,2023-03-07,220.66,Books,25,Other
1956,2020-06-10,234.0,Clothing,64,Female
9352,2020-06-24,336.69,Electronics,34,Male
6699,2024-02-07,188.72,Books,53,Other
7944,2022-09-22,540.84,Electronics,64,Female
5493,2024-07-29,516.53,Clothing,19,Male
5911,2020-05-21,633.49,Electronics,33,Other
4987,2024-04-06,967.05,Home & Kitchen,56,Other
7015,2022-12-26,123.91,Beauty,39,Female
2218,2024-04-17,387.55,Electronics,64,Other
5496,2020-09-14,502.0,Home & Kitchen,50,Male
5735,2020-09-19,904.4,Toys,66,Female
5555,2023-09-13,634.39,Toys,67,Male
9050,2022-08-31,424.78,Sports,26,Female
4446,2023-01-30,56.29,Electronics,44,Male
2045,2020-12-04,759.01,Sports,37,Other
7893,2021-06-26,559.93,Sports,69,Other
2693,2022-12-16,677.91,Sports,68,Other
4436,2024-11-21,320.81,Beauty,68,Female
9754,2023-05-27,260.74,Books,58,Male
6895,2022-05-16,635.78,Books,66,Other
4354,2021-03-09,426.35,Sports,36,Other
1225,2023-01-09,354.16,Books,39,Male
5893,2024-03-26,215.82,Books,35,Male
8022,2024-02-03,409.67,Books,22,Female
6600,2023-11-13,934.31,Home & Kitchen,46,Male
8996,2021-02-15,113.87,Electronics,26,Female
8683,2023-12-31,166.7,Sports,27,Female
5642,2021-09-30,607.4,Sports,20,Female
8679,2022-03-28,244.36,Electronics,38,Male
9208,2023-10-07,872.21,Electronics,63,Female
8339,2023-08-23,851.28,Books,44,Other
3205,2022-02-03,422.77,Beauty,22,Male
2069,2022-06-16,681.93,Sports,62,Other
4444,2022-11-25,777.31,Books,26,Other
2060,2022-07-13,333.89,Toys,20,Other
3327,2020-09-04,321.69,Beauty,42,Other
4420,2021-05-22,7.71,Home & Kitchen,56,Other
1301,2021-04-05,238.77,Beauty,31,Other
1606,2020-05-11,682.92,Beauty,26,Other
4170,2021-11-23,445.56,Electronics,64,Female
1699,2020-02-13,632.56,Electronics,48,Female
6088,2023-04-19,229.69,Beauty,44,Female
1190,2023-02-08,611.3,Clothing,52,Other
1980,2021-04-16,248.38,Toys,50,Male
3975,2023-04-20,707.57,Sports,45,Female
7102,2021-03-27,160.72,Electronics,67,Other
2184,2020-01-15,293.04,Electronics,32,Male
4327,2020-05-25,210.37,Books,56,Female
4394,2023-12-20,30.18,Clothing,66,Male
9319,2023-07-16,912.52,Sports,43,Female
2816,2020-04-30,80.2,Sports,57,Female
6854,2021-04-13,418.18,Home & Kitchen,52,Other
7709,2020-05-18,357.47,Clothing,20,Male
1569,2020-03-05,186.5,Books,27,Male
6442,2024-10-26,447.11,Books,33,Female
2895,2021-11-07,506.3,Sports,65,Other
3733,2020-05-25,270.03,Home & Kitchen,53,Other
4863,2022-11-18,528.53,Home & Kitchen,29,Female
8455,2021-05-02,643.96,Clothing,62,Other
5014,2021-07-24,522.71,Clothing,30,Male
2686,2023-10-02,898.57,Books,66,Male
4009,2022-09-21,141.53,Beauty,19,Male
8806,2021-03-14,839.83,Toys,40,Male
1154,2023-01-09,149.85,Books,62,Other
2409,2020-09-27,432.94,Toys,20,Female
1784,2024-01-21,157.18,Books,66,Other
9096,2024-12-12,606.51,Clothing,40,Female
8560,2023-03-15,348.87,Beauty,33,Other
8343,2023-03-26,454.74,Clothing,32,Female
8206,2022-08-26,168.2,Sports,44,Male
6596,2021-05-12,475.99,Clothing,59,Male
6801,2024-05-25,737.6,Clothing,48,Male
3806,2022-08-26,934.8,Electronics,69,Female
1537,2024-07-11,287.7,Sports,62,Male
6986,2022-04-13,436.79,Toys,43,Female
2841,2021-01-24,783.92,Clothing,65,Female
9716,2020-07-12,560.0,Books,34,Other
7971,2020-07-17,741.06,Sports,65,Female
6625,2023-09-11,786.04,Clothing,45,Male
3950,2022-06-01,734.98,Clothing,51,Female
8992,2021-12-26,952.25,Clothing,31,Other
5780,2022-05-17,732.95,Books,40,Male
3368,2022-04-21,123.59,Toys,43,Male
7655,2022-08-14,802.16,Clothing,67,Other
9173,2024-11-04,93.68,Clothing,57,Other
5495,2024-02-02,400.05,Books,64,Other
7002,2020-04-20,354.36,Books,20,Female
7614,2023-10-11,160.91,Beauty,32,Female
6919,2023-08-31,111.89,Home & Kitchen,40,Male
1853,2023-08-16,292.92,Electronics,23,Female
5146,2020-07-20,687.97,Home & Kitchen,63,Female
4769,2020-05-04,209.84,Sports,41,Female
1574,2022-04-04,970.27,Sports,42,Female
2148,2024-01-31,10.08,Home & Kitchen,66,Female
7293,2021-11-25,571.17,Home & Kitchen,26,Other
7457,2024-06-27,561.03,Electronics,69,Female
8509,2024-10-30,277.93,Toys,38,Other
5777,2020-08-11,597.51,Toys,60,Male
4854,2021-05-24,563.31,Sports,68,Male
3491,2021-01-27,689.43,Electronics,54,Female
4124,2021-01-24,873.83,Home & Kitchen,18,Female
6691,2023-01-03,104.99,Home & Kitchen,68,Other
4051,2022-07-07,836.1,Electronics,38,Other
1004,2020-10-14,25.37,Books,33,Other
6222,2022-05-14,66.32,Books,60,Other
6315,2021-01-10,908.02,Clothing,47,Other
5869,2021-07-24,707.11,Electronics,61,Other
1876,2022-08-05,644.49,Beauty,56,Other
8027,2021-05-26,520.24,Clothing,48,Female
5142,2024-11-25,781.16,Books,35,Other
7966,2020-06-03,730.25,Clothing,50,Female
8079,2022-06-26,347.21,Clothing,59,Male
8987,2024-07-12,497.84,Clothing,25,Male
7799,2024-10-30,484.93,Home & Kitchen,69,Male
5465,2024-10-19,436.62,Electronics,39,Other
1635,2023-02-01,683.39,Toys,29,Other
2693,2020-07-19,812.05,Electronics,44,Other
5752,2020-04-13,955.51,Sports,46,Other
9311,2023-08-28,415.95,Electronics,47,Other
1830,2023-01-12,700.03,Home & Kitchen,55,Female
6177,2024-09-08,565.25,Home & Kitchen,61,Male
9932,2020-01-31,185.03,Beauty,35,Male
9308,2020-07-10,308.99,Clothing,48,Male
6949,2024-03-23,849.92,Home & Kitchen,58,Male
3838,2024-10-04,808.74,Clothing,56,Female
2150,2021-04-29,852.25,Home & Kitchen,55,Female
8560,2020-12-06,47.32,Home & Kitchen,30,Female
2931,2022-04-12,990.04,Books,55,Female
2664,2022-09-21,559.43,Sports,27,Other
2081,2022-09-12,508.54,Sports,55,Female
1512,2021-03-13,735.74,Clothing,44,Other
8805,2024-11-05,136.02,Home & Kitchen,50,Other
6237,2022-04-01,232.42,Beauty,35,Other
1559,2020-04-30,942.34,Toys,63,Female
4672,2020-12-03,210.78,Toys,31,Other
8404,2022-02-15,339.9,Sports,27,Other
4343,2020-01-05,249.95,Beauty,36,Other
5070,2022-03-10,485.97,Electronics,22,Male
1580,2021-06-27,804.94,Sports,27,Male
8004,2024-05-24,838.38,Home & Kitchen,52,Male
9130,2024-05-26,328.35,Clothing,53,Other
4147,2022-07-20,78.85,Books,51,Other
5249,2021-08-07,116.98,Electronics,32,Female
2679,2022-05-16,817.53,Home & Kitchen,65,Female
4506,2023-11-27,431.61,Sports,68,Male
8253,2024-02-05,822.14,Sports,48,Female
3744,2024-05-23,19.07,Sports,34,Other
6188,2023-02-12,39.75,Toys,20,Female
3141,2023-09-17,318.91,Books,66,Other
7617,2024-01-11,208.14,Sports,51,Male
3479,2022-09-23,646.97,Books,54,Other
7484,2020-11-13,587.39,Books,40,Female
8421,2021-01-23,894.83,Sports,23,Female
5452,2021-08-30,789.52,Clothing,26,Female
6881,2021-03-21,105.3,Books,18,Male
7665,2020-04-29,887.66,Electronics,61,Female
3849,2023-04-01,124.42,Beauty,40,Female
8390,2024-02-15,200.74,Electronics,41,Female
7905,2023-01-15,507.78,Home & Kitchen,64,Other
3489,2020-05-04,116.03,Home & Kitchen,45,Other
5611,2024-03-11,230.68,Beauty,66,Male
3839,2021-10-04,450.47,Beauty,39,Male
9527,2020-04-27,252.18,Clothing,32,Female
6878,2020-04-12,946.87,Books,22,Male
7303,2023-04-11,166.19,Beauty,28,Male
1851,2022-09-03,575.32,Beauty,66,Other
2687,2022-10-26,500.35,Electronics,65,Female
7833,2024-10-12,455.25,Beauty,55,Other
3427,2022-12-23,237.63,Electronics,38,Male
5000,2020-11-18,194.8,Beauty,68,Female
6052,2020-04-26,307.21,Clothing,43,Male
3738,2022-11-06,594.58,Toys,27,Other
6732,2020-06-13,582.97,Sports,49,Female
6387,2024-10-09,773.68,Beauty,35,Other
9002,2021-01-15,306.93,Sports,31,Female
6536,2020-05-20,711.06,Electronics,67,Other
4913,2023-05-03,882.75,Books,30,Male
2066,2020-05-19,858.61,Sports,19,Female
8723,2023-10-14,468.41,Toys,38,Male
5380,2024-10-31,663.02,Sports,64,Female
5107,2021-04-26,832.43,Beauty,43,Male
6726,2022-04-06,159.43,Books,52,Other
4373,2020-09-02,957.54,Sports,51,Other
9945,2024-12-28,604.18,Sports,32,Male
3082,2023-03-12,286.03,Books,65,Male
9967,2021-05-19,526.47,Beauty,67,Female
7748,2023-03-31,737.96,Electronics,34,Female
1417,2023-05-02,822.08,Books,19,Female
9306,2020-03-22,311.63,Clothing,20,Female
9808,2023-06-22,345.53,Electronics,59,Other
4974,2020-06-16,818.76,Books,22,Male
4267,2022-05-08,840.22,Clothing,39,Female
1825,2023-09-08,688.9,Toys,28,Male
8668,2023-04-10,685.04,Clothing,51,Other
6745,2023-03-03,255.07,Beauty,21,Female
1412,2022-12-06,956.34,Sports,45,Male
8543,2021-10-09,850.96,Electronics,56,Other
8587,2021-06-18,872.38,Books,50,Male
1728,2021-02-22,199.58,Electronics,19,Male
8164,2023-10-03,983.89,Beauty,53,Female
9867,2024-01-06,448.32,Beauty,39,Other
6988,2021-10-05,683.46,Books,53,Female
3504,2021-05-03,899.19,Sports,41,Male
3967,2021-06-27,105.36,Books,35,Male
3786,2022-03-21,321.69,Home & Kitchen,61,Male
2122,2020-09-25,371.37,Toys,31,Female
5079,2023-10-07,775.13,Books,32,Other
2571,2023-08-14,299.09,Beauty,54,Female
6073,2021-09-06,393.81,Beauty,44,Male
6104,2022-07-25,382.65,Home & Kitchen,35,Other
3143,2021-10-09,912.42,Clothing,20,Other
7806,2024-03-19,8.38,Sports,28,Female
8357,2020-05-28,144.68,Electronics,43,Female
4440,2020-01-20,928.68,Books,30,Other
4766,2022-07-27,611.65,Electronics,18,Male
6644,2023-06-26,95.25,Sports,36,Female
3914,2023-02-27,476.79,Sports,25,Other
5968,2020-07-23,937.2,Beauty,18,Other
6917,2020-05-30,757.1,Electronics,35,Male
9787,2023-01-06,259.68,Beauty,51,Female
1728,2021-03-12,437.36,Home & Kitchen,30,Other
2365,2022-11-02,493.27,Beauty,46,Other
5492,2021-06-27,765.95,Books,29,Other
1698,2020-09-28,779.34,Beauty,50,Male
8186,2021-12-15,297.27,Books,49,Other
1395,2024-12-09,727.47,Sports,38,Other
8400,2020-05-20,973.86,Home & Kitchen,30,Female
9082,2024-12-05,77.21,Sports,48,Female
5171,2021-05-15,816.2,Electronics,53,Other
5360,2022-01-26,595.49,Sports,28,Other
3502,2021-08-06,383.77,Toys,54,Female
1717,2020-11-19,790.77,Books,60,Other
3782,2022-06-16,329.25,Books,39,Male
5946,2024-09-03,338.43,Home & Kitchen,39,Female
6486,2023-01-17,502.95,Clothing,50,Male
9335,2023-12-11,460.42,Beauty,36,Other
5980,2021-09-11,137.36,Books,39,Female
8266,2023-06-06,30.12,Toys,19,Male
5491,2024-07-10,634.46,Home & Kitchen,25,Other
8192,2023-09-01,338.25,Toys,58,Other
6588,2022-12-19,525.73,Books,43,Female
8651,2020-01-17,209.46,Electronics,25,Female
4636,2023-09-29,569.89,Home & Kitchen,33,Male
2167,2024-07-31,334.4,Toys,35,Female
2062,2023-02-09,612.7,Beauty,45,Male
3156,2021-09-05,678.48,Home & Kitchen,26,Male
8860,2023-09-20,8.01,Toys,32,Other
6161,2020-07-31,434.03,Home & Kitchen,38,Female
6305,2024-12-03,727.34,Books,38,Female
7541,2020-10-02,741.08,Home & Kitchen,42,Female
5729,2021-06-25,383.88,Home & Kitchen,40,Male
8330,2020-08-24,821.85,Clothing,65,Male
6334,2024-12-27,652.04,Beauty,30,Male
9924,2020-08-07,989.25,Sports,33,Male
5330,2024-02-29,514.96,Electronics,42,Female
9010,2023-02-07,378.61,Toys,34,Male
7801,2020-11-14,919.73,Books,22,Male
5846,2021-07-11,406.45,Home & Kitchen,69,Female
7731,2021-07-31,642.16,Clothing,60,Male
8241,2023-05-23,826.65,Home & Kitchen,66,Other
1953,2021-03-07,463.32,Sports,32,Male
3539,2024-01-09,444.62,Books,59,Female
8056,2021-12-03,292.1,Books,38,Other
2542,2021-02-20,962.32,Home & Kitchen,60,Other
6293,2023-11-08,944.26,Electronics,25,Male
2191,2023-07-22,468.52,Toys,22,Other
7313,2024-10-12,330.59,Sports,41,Female
7938,2021-06-24,132.14,Books,69,Female
3681,2022-11-01,480.37,Electronics,24,Other
2540,2022-09-27,894.54,Beauty,30,Male
7172,2021-05-29,869.84,Toys,53,Other
6541,2024-09-28,120.64,Home & Kitchen,47,Male
2365,2020-04-14,488.46,Home & Kitchen,54,Other
9691,2020-07-08,816.53,Electronics,58,Other
9702,2023-07-23,835.83,Toys,21,Female
8494,2022-05-17,934.65,Toys,25,Female
5312,2024-08-25,207.12,Clothing,50,Other
2324,2021-07-20,417.76,Books,24,Male
4141,2020-03-31,954.65,Toys,26,Female
8419,2020-01-08,274.59,Toys,44,Female
4486,2021-11-14,338.15,Electronics,39,Female
2810,2024-04-28,229.53,Electronics,42,Male
7588,2020-09-24,541.01,Sports,42,Male
3923,2023-07-28,532.09,Books,69,Female
6301,2021-06-20,818.07,Electronics,62,Other
5186,2020-11-26,415.75,Sports,57,Other
9905,2024-02-27,253.97,Books,63,Other
6977,2022-06-23,831.59,Home & Kitchen,30,Female
5268,2023-02-03,651.26,Sports,46,Female
5748,2023-12-16,160.47,Books,24,Male
5849,2022-05-25,572.33,Books,26,Female
4709,2023-02-22,462.57,Clothing,20,Male
7619,2020-01-20,846.55,Clothing,68,Male
9647,2020-08-17,603.64,Clothing,23,Other
4072,2020-06-03,792.19,Beauty,58,Female
7530,2024-12-13,466.21,Toys,19,Male
1504,2023-11-16,980.5,Electronics,38,Female
2214,2020-11-01,800.79,Clothing,54,Male
2531,2023-01-22,600.61,Electronics,48,Male
8576,2020-03-14,813.76,Books,54,Female
1823,2024-09-05,323.74,Books,24,Male
1928,2022-01-26,977.56,Sports,69,Other
6029,2023-04-07,417.91,Sports,66,Male
1133,2023-02-05,373.54,Home & Kitchen,54,Male
3105,2020-10-30,788.63,Sports,57,Male
4627,2022-05-30,632.43,Clothing,45,Other
7316,2020-09-18,769.46,Beauty,32,Other
2852,2020-03-26,780.65,Books,32,Female
5910,2021-09-23,638.38,Books,59,Female
5175,2022-01-16,845.29,Books,32,Other
6348,2024-06-18,727.79,Toys,28,Other
7190,2024-10-28,579.58,Toys,40,Other
2256,2020-03-22,762.35,Sports,24,Other
4376,2022-01-02,500.34,Sports,19,Male
6645,2021-03-06,487.83,Clothing,38,Female
4486,2023-10-28,342.95,Electronics,60,Other
4584,2021-05-26,847.92,Clothing,27,Female
9053,2023-09-27,302.82,Books,23,Other
4330,2020-07-29,255.11,Electronics,59,Other
3703,2021-12-25,223.48,Electronics,61,Male
9662,2024-05-16,662.19,Toys,19,Female
9120,2023-02-20,203.49,Electronics,29,Male
8114,2024-12-15,868.22,Sports,68,Male
2353,2024-11-26,699.58,Home & Kitchen,35,Other
6063,2022-04-12,790.87,Clothing,23,Female
9549,2023-06-25,145.12,Sports,49,Male
8575,2024-03-14,19.9,Beauty,38,Other
1667,2020-11-12,85.86,Toys,51,Male
5468,2021-04-29,678.74,Home & Kitchen,25,Other
7819,2024-11-05,107.8,Electronics,65,Female
4719,2020-11-28,474.83,Beauty,45,Other
3745,2024-06-26,803.99,Clothing,45,Male
8483,2024-07-18,360.87,Books,19,Male
1539,2020-12-28,51.81,Books,41,Other
5964,2024-12-10,883.99,Clothing,68,Other
5835,2022-04-24,709.72,Home & Kitchen,26,Female
4775,2020-02-20,40.03,Electronics,61,Male
7042,2021-01-02,327.87,Beauty,69,Female
8102,2024-02-17,375.46,Toys,48,Other
8312,2021-11-11,869.33,Clothing,65,Other
